0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,-5252.6138,-28084.4629,21.8767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8398,0.0000,0.0000,0.0000,784.9329,-0.0008,0.0004,3.1416,0.7854,3.1416,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8241,-4708.0645,-28633.4336,21.8142,773.2415,0.0006,-0.0001,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8057,-4703.4473,-28634.2422,29.1141,777.1024,0.0001,0.0014,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7846,-4698.7852,-28635.0605,26.6700,780.9628,-0.0005,0.0009,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7607,-4701.0884,-28642.8223,24.2676,784.8240,0.0010,0.0004,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7340,-4707.3896,-28632.6094,21.7792,773.1326,0.0004,-0.0001,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7047,-4702.7720,-28633.4121,29.0674,776.9935,-0.0001,0.0014,3.1416,0.7854,3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6726,-4698.1089,-28634.2246,26.6129,780.8539,-0.0007,0.0009,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6378,-4700.4004,-28641.9883,24.2444,784.7152,0.0008,0.0004,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6003,-4698.4146,-28639.9531,20.6314,784.6715,0.0002,-0.0003,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.5601,-4702.0981,-28632.5820,29.0207,776.8847,-0.0003,0.0014,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.5172,-4697.4336,-28633.3867,26.5562,780.7451,-0.0009,0.0009,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.4715,-4699.7139,-28641.1523,24.2217,784.6067,0.0005,0.0005,3.1416,0.7854,-3.1416,1
-4703.1636,-28634.3926,24.9425,-5252.6089,-28084.4590,21.4342,-4706.0303,-28630.9473,21.7473,772.9152,-0.0000,-0.0000,3.1388,0.7854,3.1377,1
-4703.1636,-28634.3926,24.9425,-5252.6064,-28084.4590,21.4316,-4701.4150,-28631.7520,28.3591,776.7761,-0.0006,0.0015,3.1401,0.7854,3.1383,1
-4703.1636,-28634.3926,24.9425,-5252.6099,-28084.4609,21.4390,-4703.7808,-28639.5781,26.8814,780.6365,0.0009,0.0010,3.1409,0.7852,3.1411,1
-4703.1636,-28634.3926,24.9425,-5252.6123,-28084.4609,21.4454,-4698.9531,-28640.2402,24.5575,784.4973,0.0003,0.0004,3.1414,0.7852,-3.1409,1
-4703.1636,-28634.3926,24.9425,-5252.6133,-28084.4629,21.4487,-4705.3135,-28630.0742,22.0723,772.8058,-0.0003,-0.0001,-3.1412,0.7852,-3.1401,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.4491,-4700.7231,-28630.8828,29.2826,776.6668,-0.0008,0.0014,-3.1407,0.7851,-3.1396,1
-4703.1636,-28634.3926,24.9425,-5252.6133,-28084.4648,21.4473,-4702.9883,-28638.6426,26.6314,780.5273,0.0006,0.0009,-3.1405,0.7851,-3.1397,1
