0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,-5252.6138,-28084.4629,21.8767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8398,0.0000,0.0000,0.0000,770.9416,-0.0008,0.0011,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8241,-5087.5024,-27973.4102,-726.9934,774.8025,0.0006,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.8057,-5084.6846,-27975.9219,-730.7469,778.6629,0.0000,0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7846,-5081.8511,-27978.4668,-734.4870,782.5239,-0.0005,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7607,-5090.5249,-27971.9688,-723.3975,770.8326,0.0009,0.0011,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7340,-5087.7251,-27974.4512,-727.1736,774.6935,0.0004,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.7047,-5082.2715,-27978.4648,-732.1031,780.0514,-0.0004,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6726,-6027.8896,-27979.5176,11.3987,782.4149,-0.0007,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6378,-6015.2275,-27972.9961,17.5877,770.7238,0.0007,0.0011,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.6003,-6019.4727,-27975.4863,15.5902,774.5848,0.0002,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.5601,-6023.7046,-27978.0078,13.5698,778.4452,-0.0004,0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.5172,-6027.9238,-27980.5625,11.5276,782.3061,-0.0009,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.4715,-6015.2681,-27974.0176,17.7431,770.6153,0.0005,0.0011,1
-4703.1636,-28634.3926,24.9425,-5252.6089,-28084.4590,21.4342,-5120.0850,-27974.1641,-733.6083,774.4762,-0.0001,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6064,-28084.4590,21.4316,-5108.0596,-27977.8926,-735.9048,778.3366,-0.0006,0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6099,-28084.4609,21.4390,-5087.1089,-27971.9316,-734.7211,782.1976,0.0008,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6123,-28084.4609,21.4454,-6015.3989,-27975.8105,15.3883,770.5060,0.0002,0.0011,1
-4703.1636,-28634.3926,24.9425,-5252.6133,-28084.4629,21.4487,-5090.2524,-27979.4590,771.2889,774.3669,-0.0003,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,21.4491,-5097.4209,-27980.8223,776.9704,778.2274,-0.0009,0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6133,-28084.4648,21.4473,-5098.1631,-27972.9082,779.9725,782.0882,0.0006,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6113,-28084.4629,21.4440,-5085.8218,-27978.9375,766.1329,770.3962,0.0000,0.0011,1
-4703.1636,-28634.3926,24.9425,-5252.6099,-28084.4609,21.4419,-5096.3965,-27979.2051,-729.5546,774.2571,-0.0005,0.0006,1
-4703.1636,-28634.3926,24.9425,-5252.6104,-28084.4629,21.4418,-5086.4204,-27972.6719,-730.4568,778.1176,0.0009,0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6108,-28084.4629,21.4412,-5088.2686,-27974.5312,778.0092,781.9785,0.0003,-0.0004,1
-4703.1636,-28634.3926,24.9425,-5252.6104,-28084.4629,21.4416,-5082.3794,-27980.1484,765.4081,770.2858,-0.0002,0.0012,1
-4703.1636,-28634.3926,24.9425,-5252.6104,-28084.4629,21.4421,-5092.0034,-27980.5488,-728.7006,774.1467,-0.0008,0.0007,1
-4703.1636,-28634.3926,24.9425,-5252.6104,-28084.4629,21.4416,-5086.7075,-27973.6211,-730.5467,778.0071,0.0007,0.0002,1
