0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,-5252.6138,-28084.4629,22.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1415,0.7854,-3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1415,0.7854,-3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4612,0.0000,0.0000,0.0000,780.3444,0.0001,-0.0001,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4455,-4696.5703,-28637.4062,29.7428,784.2054,-0.0004,0.0014,-3.1414,0.7854,-3.1415,-4696.5703,-28637.4062,29.7428,0.0004,0.0015,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4270,-4709.8135,-28634.1230,27.2172,772.5140,0.0010,0.0009,-3.1415,0.7854,-3.1415,-4696.9985,-28637.3008,29.6611,0.0004,0.0015,1
