0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,-5252.613770,-28084.462891,21.876709,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.874859,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.870235,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.862846,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.852694,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.839785,0.000000,0.000000,0.000000,0
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.824123,-5087.335449,-27970.423828,-731.286865,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.805714,-5084.507324,-27972.939453,-735.050537,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.784561,-5085.050781,-27977.640625,-723.775452,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.760670,-5091.716797,-27978.482422,-729.377319,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.734045,-5087.675781,-27971.722656,-732.536804,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.704691,-5084.732910,-27973.992188,-735.243164,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.672615,-6016.748535,-27978.677734,12.308301,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.637819,-6015.177246,-27973.480469,11.658893,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.600307,-6023.715332,-27972.509766,16.318468,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.560089,-6027.959473,-27975.037109,14.290180,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.517164,-6016.783691,-27979.707031,12.433137,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.471539,-6028.870605,-27971.226562,12.877024,1
-4703.163574,-28634.392578,24.942493,-5252.608887,-28084.458984,21.434231,-5120.108887,-27971.183594,-737.909119,1
-4703.163574,-28634.392578,24.942493,-5252.606445,-28084.458984,21.431627,-5108.017578,-27974.921875,-740.220032,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.438992,-5094.089844,-27979.943359,-726.418030,1
-4703.163574,-28634.392578,24.942493,-5252.612305,-28084.460938,21.445358,-6019.642578,-27972.847656,16.115839,1
-4703.163574,-28634.392578,24.942493,-5252.613281,-28084.462891,21.448664,-5087.861816,-27976.900391,775.177063,1
-4703.163574,-28634.392578,24.942493,-5252.613770,-28084.462891,21.449106,-5095.065918,-27978.263672,780.887329,1
-4703.163574,-28634.392578,24.942493,-5252.613281,-28084.464844,21.447304,-5100.257812,-27982.011719,770.424622,1
-4703.163574,-28634.392578,24.942493,-5252.611328,-28084.462891,21.444019,-5083.412109,-27976.380859,770.003601,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441944,-5096.281250,-27976.251953,-733.873047,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441845,-5087.609375,-27979.269531,-736.439209,1
-4703.163574,-28634.392578,24.942493,-5252.610840,-28084.462891,21.441174,-5089.153809,-27974.156250,766.841125,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441561,-5079.950684,-27977.599609,769.271484,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.442108,-5091.861328,-27977.603516,-733.023010,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441589,-5087.901367,-27980.222656,-736.520813,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441740,-5091.443848,-27978.949219,-736.512146,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441544,-5092.149414,-27976.326172,-728.805481,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441177,-5080.913086,-27975.785156,776.941833,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441092,-5091.547852,-27971.947266,-727.658081,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.440392,-5086.940430,-27976.320312,766.442200,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.440727,-5084.394043,-27973.857422,-728.028564,1
-4703.163574,-28634.392578,24.942493,-5252.610840,-28084.462891,21.439665,-5082.841797,-27981.128906,774.193115,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.440880,-5082.128418,-27973.361328,776.922974,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441238,-5086.382324,-27977.312500,-723.466980,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441490,-5092.863770,-27978.244141,-729.007324,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441628,-5090.101074,-27980.781250,-732.752808,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441845,-5085.861816,-27973.722656,-734.813660,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441320,-5086.563965,-27978.363281,-723.545349,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.440672,-5080.815430,-27981.490234,769.563965,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441229,-5088.899902,-27972.255859,-731.158752,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.440687,-5082.314453,-27975.419922,777.039001,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441570,-5087.565430,-27979.251953,-723.780884,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441566,-5093.668457,-27980.144531,-729.219299,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441721,-5079.755371,-27974.800781,772.257324,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441734,-5086.195801,-27975.753906,-734.956848,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441786,-5086.678223,-27980.384766,766.513184,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441811,-6029.355957,-27973.197266,36.020802,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441879,-5088.996094,-27974.296875,-731.254883,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.462891,21.441795,-5082.411133,-27977.564453,777.142639,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.442081,-5087.077148,-27981.435547,-723.751160,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.441847,-5078.654785,-27975.279297,767.844727,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441994,-5083.621094,-27976.796875,-736.954895,1
-4703.163574,-28634.392578,24.942493,-5252.610352,-28084.460938,21.442205,-5079.110352,-27979.773438,768.955566,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441454,-6015.951660,-27982.498047,30.000286,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441496,-5092.451660,-27973.964844,-727.737427,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441566,-5092.025879,-27974.605469,-730.915955,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.462891,21.441662,-5082.493652,-27979.769531,777.243652,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441692,-6014.671387,-27974.208984,31.328270,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441807,-5092.456543,-27975.007812,-727.778564,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441587,-5089.346191,-27977.566406,-731.463867,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441757,-5087.043945,-27980.056641,-735.297302,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441566,-5084.443359,-27980.005859,-735.432922,1
-4703.163574,-28634.392578,24.942493,-5252.609863,-28084.460938,21.441748,-5092.862793,-27976.048828,-727.903809,1
-4703.163574,-28634.392578,24.942493,-5252.609375,-28084.460938,21.441561,-5089.634277,-27978.621094,-731.562439,1
