0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.0000,0.0000,0.0000,-5252.6138,-28084.4629,22.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1416,0.7854,3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1415,0.7854,-3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1415,0.7854,-3.1416,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4612,0.0000,0.0000,0.0000,781.7650,-0.0001,0.0002,-3.1414,0.7854,-3.1415,0.0000,0.0000,0.0000,0.0000,0.0000,0
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4455,-4705.8823,-28626.7695,21.6563,770.0735,-0.0006,-0.0003,-3.1414,0.7854,-3.1415,-4705.8823,-28626.7695,21.6563,0.0002,-0.0001,1
-4703.1636,-28634.3926,24.9425,-5252.6138,-28084.4629,22.4270,-4708.1265,-28634.4375,28.9469,773.9344,0.0008,0.0012,-3.1415,0.7854,-3.1415,-4705.9551,-28627.0176,21.8918,-0.0002,0.0004,1
